ffl-2axcxo-8,ffl-3dcbrq-kqj,140,8,0,0,0,0,1649284924031,1649654629430,0,0
ffp-ybzcf-2j,ffl-3dcbrq-cwv,535,20,0,0,0,0,1567665967410,1658895619334,0,0
ffn-hxhnz-4,ffl-3dcbrq-9vv,210,27,5,3360000,1716334862200,0,1540116015053,1716129400225,0,0
ffx-hpirc-f,ffl-3dcbrq-cwv,125,5,0,0,0,0,1539744184067,1541748614524,0,0
ffx-n9bxy-5,ffl-3dcbrq-cwv,520,5,1,10616000,0,0,1549066550946,1696774123933,0,0
fhi-j19ly-2,ffl-3dcbrq-79p,210,20,0,0,0,0,1541971814706,1564528979637,0,0
ffp-ybzcf-2f,ffl-3dcbrq-cwv,455,19,1,12988560,1,0,1567665967408,1713179030562,0,0
ffx-hw16o-p,ffl-3dcbrq-cwv,220,20,0,0,0,0,1540048000191,1553073312346,0,0
fhh-tx1m7-4,ffl-3dcbrq-79p,520,4,0,1799200,0,0,1560250607274,1687709509462,0,0
fhi-ne8pb-2,ffl-3dcbrq-79p,310,17,2,2162560,0,0,1549295631185,1686982652902,0,0
ffx-mcc1f-5,ffl-3dcbrq-cwv,425,1,0,0,0,0,1547527027106,1549770361118,0,0
ffx-n9bxy-3,ffl-3dcbrq-cwv,510,10,0,0,0,0,1549066550945,1624846066334,0,0
ffn-i0g9r-2,ffl-3dcbrq-kqj,205,20,1,633800,0,0,1540254175208,1710388795529,0,0
ffx-jai3f-8,ffl-3dcbrq-cwv,340,16,1,7416320,0,0,1542402715431,1692949511777,0,0
ffn-i0g9r-c,ffl-3dcbrq-kqj,255,10,0,0,0,0,1540254175213,1595067756149,0,0
fhi-scqx3-1,ffl-3dcbrq-79p,405,0,0,2855840,0,0,1557624007017,1667747714134,0,0
fhi-ne8pb-a,ffl-3dcbrq-79p,350,4,0,0,0,0,1549295631195,1552005118012,0,0
ffn-n2zav-7,ffl-3dcbrq-9vv,420,6,2,12911600,0,0,1548770231444,1700168670376,0,0
fhh-ybzcf-2f,ffl-3dcbrq-79p,555,0,2,6508800,0,0,1567665967523,1658770766691,0,0
ffn-k5cp8-6,ffl-3dcbrq-9vv,310,20,0,0,0,0,1543842060282,1623658522911,0,0
ffn-k5cp8-b,ffl-3dcbrq-9vv,335,10,0,0,0,0,1543842060285,1688630673430,0,0
fhi-iky20-4z,ffl-3dcbrq-jom,105,4,0,0,0,0,1541210344609,1541675212207,0,0
ffn-n2zav-9,ffl-3dcbrq-9vv,430,1,0,0,0,0,1548770231453,1553519919799,0,0
ffx-hpirc-g,ffl-3dcbrq-cwv,130,5,0,0,0,0,1539744184068,1540907476961,0,0
ffm-u3qu2-8,ffl-3dcbrq-kqj,515,0,2,3340800,0,0,1560563226483,1661288710367,0,0
ffn-n2zav-8,ffl-3dcbrq-9vv,425,1,0,0,0,0,1548770231449,1549678855707,0,0
fhi-illcg-3q,ffl-3dcbrq-79p,130,5,0,0,0,0,1541240528365,1547516654658,0,0
ffx-mcc1f-1,ffl-3dcbrq-cwv,405,0,2,6805760,0,0,1547527027087,1654964066672,0,0
fhi-lbkno-f,ffl-3dcbrq-jom,350,4,0,0,0,0,1545811924706,1635122182548,0,0
ffn-hxhnz-9,ffl-3dcbrq-9vv,235,21,0,25400,0,0,1540116015055,1712811268209,0,0
fhi-iwgfz-1,ffl-3dcbrq-jom,205,20,0,153800,0,0,1541747391576,1709014742886,0,0
fhi-iky20-6c,ffl-3dcbrq-jom,135,1,0,0,0,0,1541210344613,1541959652812,0,0
fhi-illcg-3i,ffl-3dcbrq-79p,105,4,0,0,0,0,1541240528362,1541823288292,0,0
ffx-hw16o-o,ffl-3dcbrq-cwv,215,20,0,0,0,0,1540048000191,1551129772868,0,0
ffm-ybzcf-2j,ffl-3dcbrq-9vv,440,20,0,50960,0,0,1567665967200,1708745522847,0,0
ffm-ybzcf-5j,ffl-3dcbrq-kqj,460,3,2,3369600,0,0,1567665967337,1661359006141,0,0
ffx-hw16o-m,ffl-3dcbrq-cwv,205,20,0,0,0,0,1540048000189,1548216513775,0,0
ffx-hw16o-r,ffl-3dcbrq-cwv,230,20,0,0,0,0,1540048000192,1550440113227,0,0
fhi-illcg-3l,ffl-3dcbrq-79p,120,5,0,0,0,0,1541240528364,1544743472144,0,0
ffm-ybzcf-5l,ffl-3dcbrq-kqj,530,0,3,3036800,0,0,1567665967338,1683549520982,0,0
ffm-u3qu2-6,ffl-3dcbrq-kqj,505,3,0,0,0,0,1560563226476,1563029135111,0,0
ffx-hw16o-w,ffl-3dcbrq-cwv,255,10,0,0,0,0,1540048000195,1558718747001,0,0
ffn-hpjlb-1l,ffl-3dcbrq-9vv,105,4,0,0,0,0,1539745263208,1540004863570,0,0
ffn-hpjlb-1n,ffl-3dcbrq-9vv,115,20,0,0,0,0,1539745263209,1548510222234,0,0
fhi-lbkno-8,ffl-3dcbrq-jom,315,6,1,462400,0,0,1545811924679,1711211536674,0,0
fhi-iwgfz-2,ffl-3dcbrq-jom,210,20,0,218600,0,0,1541747391577,1713788577428,0,0
ffx-hw16o-t,ffl-3dcbrq-cwv,240,20,0,0,0,0,1540048000193,1554542949648,0,0
fhi-osu2r-1,ffl-3dcbrq-jom,405,0,2,6746480,0,0,1551656131614,1698421645070,0,0
ffm-ybzcf-5e,ffl-3dcbrq-kqj,435,0,0,426400,0,0,1567665967329,1703070767762,0,0
