7vj-1gcmp4-7,7rs-3dcgxj-rm,525,8,0,1179200,0,0,1597929320351,1713713962385,0,0
7rs-ybzcf-37,7rs-3dcgxj-38v,555,2,4,29557600,0,0,1567665967404,1695594817669,0,0
7rt-kr5tf-4,7rs-3dcgxj-38v,315,13,2,3748160,0,0,1544859571152,1695607573850,0,0
7rt-p0v4k-5,7rs-3dcgxj-38v,520,9,1,15608800,0,0,1552030740365,1713103783747,0,0
7rs-pebx2-5,7rs-3dcgxj-3fd,515,5,1,6056000,0,0,1552659030670,1646581133342,0,0
7vw-ot5mx-a,7rs-3dcgxj-dh7,235,27,0,13200,0,0,1551671113580,1713309247128,0,0
7rs-i4n9r-4,7rs-3dcgxj-3fd,215,20,0,14600,0,0,1540449871594,1704188423347,0,0
7rs-2axcwb-af,7rs-3dcgxj-3fd,140,4,0,0,0,0,1649284875693,1709014932557,0,1540742400000
7vj-1gcmp4-6,7rs-3dcgxj-rm,520,1,1,2924800,0,0,1597929320347,1713107532940,0,0
7rs-ybzcf-19,7rs-3dcgxj-3fd,450,0,0,104000,0,0,1567665967292,1659539866820,0,0
7rs-i4n9r-9,7rs-3dcgxj-3fd,235,20,0,0,0,0,1540449871602,1559316319693,0,0
7vw-rlzrp-a,7rs-3dcgxj-rm,120,5,0,0,0,0,1556375765668,1562666487577,0,0
7vw-terh9-b,7rs-3dcgxj-dh7,345,10,0,0,0,0,1559397661355,1691391244392,0,0
7rs-i4n9r-a,7rs-3dcgxj-3fd,240,20,0,0,0,0,1540449871604,1558131882997,0,0
7rt-hyn88-7,7rs-3dcgxj-38v,230,20,0,0,0,0,1540169880194,1550921560397,0,0
7rs-kprna-9,7rs-3dcgxj-3fd,325,1,1,217280,0,0,1544794550258,1644868053644,0,0
7rs-o76bm-7,7rs-3dcgxj-3fd,420,1,1,1354600,0,0,1550645570991,1681729909867,0,0
7rs-ybzcf-2w,7rs-3dcgxj-38v,440,20,0,0,0,0,1567665967384,1592292787192,0,0
7rs-ybzcf-33,7rs-3dcgxj-38v,535,20,0,92800,0,0,1567665967397,1712588826222,0,0
7vw-rlzrp-e,7rs-3dcgxj-rm,135,1,0,0,0,0,1556375765669,1559513026854,0,0
7vj-1gcmp4-c,7rs-3dcgxj-rm,550,0,0,1392000,0,0,1597929320372,1703430777432,0,0
7vw-ybzcf-z,7rs-3dcgxj-dh7,360,20,0,0,0,0,1567665967273,1694334831962,0,0
