7uh-lv9jw-f,7tx-3dch3s-qq,225,20,1,656200,0,0,1546730652688,1713776033402,0,0
7uf-kp92x-k,7tx-3dch3s-1m5,245,10,0,0,0,0,1544770489400,1578902015085,0,0
7ub-ojctq-3,7tx-3dch3s-cmq,415,1,0,0,0,0,1551213870282,1681685192857,0,0
7wd-pm6ac-6,7tx-3dch3s-9he,225,20,0,5800,0,0,1553024980612,1712241710202,0,0
7wd-xqrw8-4,7tx-3dch3s-apk,420,2,0,122720,0,0,1566676536563,1697795867130,0,0
7ur-lf2wt-c,7tx-3dch3s-155,215,20,1,544400,0,0,1545975549384,1715592948095,0,0
7vn-126n9a-a,7tx-3dch3s-98w,545,14,0,9040000,0,0,1574135486980,1704420797387,0,0
7up-l26om-e,7tx-3dch3s-1z5,125,5,0,0,0,0,1545373910087,1550343022750,0,0
7u8-qpkw8-4,7tx-3dch3s-95k,220,1,0,0,0,0,1554863496766,1675964146781,0,0
7wd-pgbf4-1e,7tx-3dch3s-9he,130,5,0,0,0,0,1552751696534,1562370319385,0,0
7wd-ybzcf-g,7tx-3dch3s-74n,455,0,0,183560,0,0,1567665967322,1671354033943,0,0
7u8-15il8m-4,7tx-3dch3s-lw,520,0,0,284800,0,0,1579731590372,1691566955155,0,0
7wv-qyukd-9,7tx-3dch3s-6yh,135,0,0,31520,0,0,1555295933030,1557019106240,0,0
7wv-r5lff-6,7tx-3dch3s-8tq,230,20,0,20600,0,0,1555610683091,1715677104169,0,0
7tx-xm9d8-6,7tx-3dch3s-5ab,410,0,0,297960,0,0,1566465900940,1639873143169,0,0
7ub-k85tp-s,7tx-3dch3s-bmk,120,1,0,0,0,0,1543973117490,1555170414147,0,0
7wv-ybzcf-a,7tx-3dch3s-8tq,360,9,0,0,0,0,1567665967120,1715293515978,0,0
7u0-jr7xw-i,7tx-3dch3s-5zt,245,10,0,0,0,0,1543182708791,1677619213432,0,0
7u0-jpqim-12,7tx-3dch3s-9fk,215,20,3,1130800,1,0,1543113470912,1716220522482,0,0
7w3-10jxoy-6,7tx-3dch3s-c0h,520,1,2,4824800,0,0,1571396306183,1697021123014,0,0
7up-l42zx-2g,7tx-3dch3s-9fq,120,5,0,0,0,0,1545462445385,1608022089301,0,0
7wd-pfamh-s,7tx-3dch3s-5g2,110,6,2,730720,0,0,1552704009321,1703997164135,0,0
7wd-pqa8y-b,7tx-3dch3s-5g2,240,0,0,9200,0,0,1553216738063,1678789433504,0,0
7vn-o012q-7,7tx-3dch3s-98w,210,22,3,1506200,1,0,1550312178761,1716043065649,0,0
7ud-nfbqm-9,7tx-3dch3s-a3b,315,5,3,2852480,1,0,1549346222985,1713327883345,0,0
7wd-pgbf4-1c,7tx-3dch3s-9he,120,5,0,0,0,0,1552751696530,1553361825919,0,0
7u8-1kuyqz-d,7tx-3dch3s-8gz,135,0,3,160000,0,0,1605503211980,1616056944383,0,0
7wd-pgjqt-n,7tx-3dch3s-apk,135,1,0,0,0,0,1552762485734,1562287361852,0,0
7uf-kg7e5-1f,7tx-3dch3s-1m5,105,4,0,0,0,0,1544348397418,1628718896077,0,0
7tx-jd1lh-1v,7tx-3dch3s-2kw,110,10,0,0,0,0,1542521301711,1562254931180,0,0
7vo-ybzcf-t,7tx-3dch3s-b42,540,1,0,631200,0,0,1567665967264,1708215503624,0,0
7tx-oppyo-d,7tx-3dch3s-4cq,355,5,0,0,0,0,1551510832199,1647765807800,0,0
7u0-rupgg-1,7tx-3dch3s-5zt,405,0,2,7148960,0,0,1556782304094,1686716609540,0,0
7u8-ybzcf-4f,7tx-3dch3s-4v2,450,5,1,2502240,0,0,1567665967667,1682423200267,0,0
7u8-lwxzc-4,7tx-3dch3s-2ck,310,20,0,0,0,0,1546808968640,1584143120519,0,0
7u8-18skra-a,7tx-3dch3s-a3b,410,1,0,52520,0,0,1585236374865,1636874548192,0,0
7wd-posbg-e,7tx-3dch3s-apk,255,10,0,0,0,0,1553146844425,1578348728548,0,0
7ub-mynfn-8,7tx-3dch3s-4v2,310,20,0,0,0,0,1548568227719,1594401126806,0,0
7ud-ybzcf-3n,7tx-3dch3s-9zk,555,0,4,15392000,0,0,1567665967169,1709453512669,0,0
7ur-l9gax-1h,7tx-3dch3s-bih,120,5,0,0,0,0,1545712969840,1547069877047,0,0
7tx-ybzcf-3t,7tx-3dch3s-ab,535,20,0,803200,0,0,1567665967704,1712504258114,0,0
7w3-10y2n7-b,7tx-3dch3s-n8,455,0,2,1788280,0,0,1572055907268,1635757126058,0,0
7vo-q1cm4-g,7tx-3dch3s-5w2,355,5,0,0,0,0,1553733020896,1567269331567,0,0
7up-reweg-4,7tx-3dch3s-3nq,520,5,0,2896000,0,0,1556044808994,1703131604485,0,0
7ud-nfbqm-d,7tx-3dch3s-a3b,335,0,0,640,0,0,1549346222988,1555899490743,0,0
7u0-k7w4b-3,7tx-3dch3s-5ab,215,20,0,117800,0,0,1543960539139,1712449091495,0,0
7wv-ybzcf-i,7tx-3dch3s-8tq,530,20,0,0,0,0,1567665967135,1634493499736,0,0
7up-146d5f-c,7tx-3dch3s-1z5,555,0,0,494400,0,0,1577481619695,1715496051228,0,0
7wv-qywlj-3s,7tx-3dch3s-2mt,135,0,1,32480,0,0,1555298567980,1703725009362,0,0
7wd-pm6ac-8,7tx-3dch3s-9he,235,20,0,18600,0,0,1553024980616,1713769861908,0,0
7u0-n5gjs-b,7tx-3dch3s-9fk,340,2,1,1424000,0,0,1548885896494,1701187060893,0,0
7u8-qpkw8-2,7tx-3dch3s-95k,210,2,0,4200,0,0,1554863496765,1678003819674,0,0
7w3-ybzcf-1c,7tx-3dch3s-98e,550,0,3,11212800,0,0,1567665967360,1702911914518,0,0
7ur-mps1c-6,7tx-3dch3s-xh,215,1,0,0,0,0,1548154288934,1715163070217,0,0
7vo-ybzcf-17,7tx-3dch3s-5w2,535,20,0,611200,0,0,1567665967312,1708212560884,0,0
7u8-2axd63-2q,7tx-3dch3s-dsh,140,0,0,3200,0,0,1649285227177,1653123194270,0,1543766400000
7uf-qlno2-6,7tx-3dch3s-1m5,405,0,2,8768760,0,0,1554680466791,1714892473010,0,0
7wv-raqxu-2,7tx-3dch3s-10q,225,20,0,157600,0,0,1555851106004,1716158104839,0,0
7u0-jsi6r-4,7tx-3dch3s-ab,220,20,0,166000,0,0,1543242643018,1713713900952,0,0
7ub-pm62u-3,7tx-3dch3s-cmq,515,10,0,0,0,0,1553024710137,1678180179661,0,0
