0, 0, true, -1, -1
2, 0, true, -1, -1
4, 0, true, -1, -1
6, 0, true, -1, -1
8, 0, true, -1, -1
10, 0, true, -1, -1
12, 0, true, -1, -1
14, 0, true, -1, -1
16, 0, true, -1, -1
4, 94, true, -1, -1
18, 0, true, -1, -1
20, 0, true, -1, -1
0, 126, true, -1, -1
22, 0, true, -1, -1
2, 126, true, -1, -1
24, 0, true, -1, -1
26, 0, true, -1, -1
0, 94, true, -1, -1
28, 0, true, -1, -1
2, 94, true, -1, -1
30, 0, true, -1, -1
34, 0, true, -1, -1
28, 62, true, -1, -1
32, 0, true, -1, -1
38, 0, true, -1, -1
36, 0, true, -1, -1
42, 0, true, -1, -1
40, 0, true, -1, -1
46, 0, true, -1, -1
44, 0, true, -1, -1
50, 0, true, -1, -1
48, 0, true, -1, -1
54, 0, true, -1, -1
52, 0, true, -1, -1
58, 0, true, -1, -1
56, 0, true, -1, -1
26, 62, true, -1, -1
62, 0, true, -1, -1
60, 0, true, -1, -1
68, 0, true, -1, -1
1, 1, true, -1, -1
64, 0, true, -1, -1
66, 0, true, -1, -1
7, 1, true, -1, -1
9, 1, true, -1, -1
1, 125, true, -1, -1
3, 1, true, -1, -1
5, 1, true, -1, -1
15, 1, true, -1, -1
3, 95, true, -1, -1
17, 1, true, -1, -1
5, 95, true, -1, -1
11, 1, true, -1, -1
3, 125, true, -1, -1
13, 1, true, -1, -1
1, 95, true, -1, -1
23, 1, true, -1, -1
25, 1, true, -1, -1
19, 1, true, -1, -1
0, 32, true, -1, -1
21, 1, true, -1, -1
33, 1, true, -1, -1
60, 32, true, -1, -1
27, 63, true, -1, -1
31, 1, true, -1, -1
29, 1, true, -1, -1
27, 1, true, -1, -1
41, 1, true, -1, -1
39, 1, true, -1, -1
37, 1, true, -1, -1
35, 1, true, -1, -1
49, 1, true, -1, -1
47, 1, true, -1, -1
45, 1, true, -1, -1
43, 1, true, -1, -1
57, 1, true, -1, -1
55, 1, true, -1, -1
53, 1, true, -1, -1
51, 1, true, -1, -1
67, 1, true, -1, -1
69, 1, true, -1, -1
0, 2, true, -1, -1
2, 2, true, -1, -1
59, 1, true, -1, -1
0, 92, true, -1, -1
61, 1, true, -1, -1
2, 92, true, -1, -1
63, 1, true, -1, -1
4, 92, true, -1, -1
65, 1, true, -1, -1
12, 2, true, -1, -1
14, 2, true, -1, -1
16, 2, true, -1, -1
18, 2, true, -1, -1
4, 2, true, -1, -1
6, 2, true, -1, -1
8, 2, true, -1, -1
10, 2, true, -1, -1
30, 2, true, -1, -1
28, 2, true, -1, -1
34, 2, true, -1, -1
0, 30, true, -1, -1
32, 2, true, -1, -1
22, 2, true, -1, -1
20, 2, true, -1, -1
26, 2, true, -1, -1
24, 2, true, -1, -1
46, 2, true, -1, -1
44, 2, true, -1, -1
50, 2, true, -1, -1
48, 2, true, -1, -1
38, 2, true, -1, -1
0, 64, true, -1, -1
36, 2, true, -1, -1
42, 2, true, -1, -1
40, 2, true, -1, -1
64, 2, true, -1, -1
66, 2, true, -1, -1
60, 2, true, -1, -1
62, 2, true, -1, -1
56, 2, true, -1, -1
1, 93, true, -1, -1
58, 2, true, -1, -1
52, 2, true, -1, -1
54, 2, true, -1, -1
11, 3, true, -1, -1
3, 127, true, -1, -1
13, 3, true, -1, -1
7, 3, true, -1, -1
3, 93, true, -1, -1
9, 3, true, -1, -1
1, 127, true, -1, -1
3, 3, true, -1, -1
5, 3, true, -1, -1
68, 2, true, -1, -1
1, 3, true, -1, -1
29, 3, true, -1, -1
27, 3, true, -1, -1
25, 3, true, -1, -1
23, 3, true, -1, -1
21, 3, true, -1, -1
19, 3, true, -1, -1
17, 3, true, -1, -1
15, 3, true, -1, -1
45, 3, true, -1, -1
43, 3, true, -1, -1
41, 3, true, -1, -1
39, 3, true, -1, -1
37, 3, true, -1, -1
35, 3, true, -1, -1
33, 3, true, -1, -1
31, 3, true, -1, -1
65, 3, true, -1, -1
1, 59, true, -1, -1
63, 3, true, -1, -1
68, 58, true, -1, -1
60, 34, true, -1, -1
69, 3, true, -1, -1
67, 3, true, -1, -1
2, 4, true, -1, -1
0, 4, true, -1, -1
6, 4, true, -1, -1
58, 34, true, -1, -1
4, 4, true, -1, -1
49, 3, true, -1, -1
47, 3, true, -1, -1
53, 3, true, -1, -1
51, 3, true, -1, -1
25, 59, true, -1, -1
57, 3, true, -1, -1
68, 34, true, -1, -1
55, 3, true, -1, -1
29, 59, true, -1, -1
61, 3, true, -1, -1
27, 59, true, -1, -1
59, 3, true, -1, -1
24, 4, true, -1, -1
13, 129, true, -1, -1
26, 4, true, -1, -1
0, 90, true, -1, -1
28, 4, true, -1, -1
2, 90, true, -1, -1
30, 4, true, -1, -1
32, 4, true, -1, -1
34, 4, true, -1, -1
36, 4, true, -1, -1
38, 4, true, -1, -1
8, 4, true, -1, -1
10, 4, true, -1, -1
12, 4, true, -1, -1
14, 4, true, -1, -1
1, 129, true, -1, -1
16, 4, true, -1, -1
18, 4, true, -1, -1
20, 4, true, -1, -1
22, 4, true, -1, -1
62, 4, true, -1, -1
67, 59, true, -1, -1
59, 35, true, -1, -1
60, 4, true, -1, -1
58, 4, true, -1, -1
56, 4, true, -1, -1
1, 5, true, -1, -1
68, 4, true, -1, -1
66, 4, true, -1, -1
2, 60, true, -1, -1
64, 4, true, -1, -1
0, 60, true, -1, -1
46, 4, true, -1, -1
44, 4, true, -1, -1
42, 4, true, -1, -1
0, 36, true, -1, -1
40, 4, true, -1, -1
54, 4, true, -1, -1
69, 35, true, -1, -1
52, 4, true, -1, -1
